chr	start	end	length	abs_summit	pileup	-LOG10(pvalue)	fold_enrichment	-LOG10(qvalue)	name
chr4	139286368	139286741	374	139286545	27	12.05728	4.68769	8.31126	o2_uniq_peak_889
chr4	140335596	140336013	418	140335820	36	23.18795	7.66475	19.16955	o2_uniq_peak_890
chr4	141275576	141275904	329	141275741	22	10.85683	4.88371	7.15821	o2_uniq_peak_891
chr4	142963290	142963812	523	142963558	64	53.6356	13.05621	49.1777	o2_uniq_peak_892
chr4	144741328	144741814	487	144741562	20	20.16946	10.52833	16.21377	o2_uniq_peak_893
chr4	151610540	151610873	334	151610696	20	18.70477	9.64352	14.77923	o2_uniq_peak_894
chr4	153026930	153027270	341	153027123	19	11.91688	5.96079	8.17572	o2_uniq_peak_895
chr4	153318474	153318944	471	153318708	36	26.83239	9.28748	22.74567	o2_uniq_peak_896
chr4	160679821	160680173	353	160679968	13	10.28415	6.34325	6.60204	o2_uniq_peak_897
chr4	161312729	161313066	338	161312886	22	19.16225	9.30407	15.2271	o2_uniq_peak_898
chr4	161767066	161767577	512	161767319	84	102.64034	27.77006	97.54459	o2_uniq_peak_899
chr4	162172588	162173072	485	162172846	70	61.05295	14.2614	56.50418	o2_uniq_peak_900
chr4	162992839	162993267	429	162993037	22	12.84877	5.83154	9.07696	o2_uniq_peak_901
chr4	163099772	163100249	478	163099988	39	36.80652	13.38134	32.56287	o2_uniq_peak_902
chr4	163899829	163900144	316	163899993	22	10.26879	4.61989	6.58687	o2_uniq_peak_903
chr4	164106632	164106979	348	164106797	26	14.21502	5.73306	10.40397	o2_uniq_peak_904
chr4	165647528	165647968	441	165647758	26	13.50631	5.42335	9.71697	o2_uniq_peak_905
chr4	166346965	166347407	443	166347179	49	28.23052	7.17596	24.12095	o2_uniq_peak_906
chr4	169961452	169961878	427	169961658	28	18.35616	7.24465	14.44139	o2_uniq_peak_907
chr4	170227710	170228053	344	170227835	18	5.88693	3.18093	2.50317	o2_uniq_peak_908
chr4	172761791	172762278	488	172762059	23	22.57903	11.02116	18.57372	o2_uniq_peak_909
chr4	172787372	172787706	335	172787546	15	10.08685	5.7836	6.41747	o2_uniq_peak_910
chr4	174038745	174039040	296	174038918	13	7.56153	4.68347	4.01451	o2_uniq_peak_911
chr4	175600427	175600722	296	175600620	19	6.4978	3.34835	3.03777	o2_uniq_peak_912
chr4	177039191	177039767	577	177039458	109	127.25939	27.61144	121.86187	o2_uniq_peak_913
chr4	177567153	177567702	550	177567415	107	160.48056	45.87404	154.66808	o2_uniq_peak_914
chr4	180372035	180372427	393	180372234	21	17.96722	8.89955	14.05665	o2_uniq_peak_915
chr4	181727781	181728321	541	181728057	72	78.00397	21.01917	73.23538	o2_uniq_peak_916
chr4	181992373	181992810	438	181992592	58	66.31733	21.32703	61.70528	o2_uniq_peak_917
chr4	182118268	182118833	566	182118553	45	44.84613	15.38854	40.49391	o2_uniq_peak_918
chr4	183168672	183168993	322	183168814	9	7.11075	5.0996	3.59621	o2_uniq_peak_919
chr4	183591667	183592063	397	183591872	31	21.48212	8.03242	17.49831	o2_uniq_peak_920
chr4	185076977	185077286	310	185077211	15	6.93727	4.01621	3.44115	o2_uniq_peak_921
chr4	185431781	185432187	407	185431976	25	15.50664	6.52634	11.65783	o2_uniq_peak_922
chr4	185734586	185735018	433	185734766	22	18.97667	9.19457	15.04463	o2_uniq_peak_923
chr4	185737172	185737622	451	185737392	37	20.34748	6.36186	16.38814	o2_uniq_peak_924
chr4	186167740	186168241	502	186167965	82	68.9094	13.89565	64.26442	o2_uniq_peak_925
chr4	186951934	186952461	528	186952186	82	104.84476	30.00243	99.72512	o2_uniq_peak_926
chr4	187878936	187879473	538	187879217	92	91.49844	19.26546	86.54712	o2_uniq_peak_927
chr4	189033008	189033488	481	189033245	39	46.43623	18.87908	42.06609	o2_uniq_peak_928
chr4	190407066	190407400	335	190407227	18	15.48307	8.27746	11.63711	o2_uniq_peak_929
chr4	191398619	191398967	349	191398765	26	15.6111	6.37021	11.76059	o2_uniq_peak_930
chr4	192574860	192575224	365	192574995	10	5.10205	3.67987	1.83075	o2_uniq_peak_931
chr4	193484210	193484768	559	193484475	114	140.9399	31.50975	135.38013	o2_uniq_peak_932
chr4	195557062	195557616	555	195557336	84	80.54642	17.60821	75.74378	o2_uniq_peak_933
chr4	197072048	197072343	296	197072270	19	10.12041	5.02026	6.44819	o2_uniq_peak_934
chr4	198636130	198636655	526	198636395	71	94.2243	30.20497	89.23817	o2_uniq_peak_935
chr4	198685856	198686158	303	198686033	12	5.90178	3.87452	2.51195	o2_uniq_peak_936
chr4	200059223	200059703	481	200059453	72	63.57486	14.66313	58.99623	o2_uniq_peak_937
chr4	202041022	202041343	322	202041162	34	13.44884	4.3957	9.66191	o2_uniq_peak_938
chr4	202050719	202051180	462	202050953	21	18.14805	9.00681	14.2361	o2_uniq_peak_939
chr4	202455088	202455557	470	202455286	54	36.90869	9.20796	32.66383	o2_uniq_peak_940
chr4	202499836	202500209	374	202500020	13	10.86081	6.70079	7.16186	o2_uniq_peak_941
chr4	202502877	202503525	649	202503149	73	102.7695	33.98192	97.67046	o2_uniq_peak_942
chr4	202592452	202592925	474	202592656	43	33.66934	10.52733	29.46993	o2_uniq_peak_943
chr4	202787911	202788419	509	202788187	28	26.69439	11.73122	22.61265	o2_uniq_peak_944
chr4	202882549	202883178	630	202882844	175	216.46428	35.35219	210.07698	o2_uniq_peak_945
chr4	204025869	204026164	296	204026041	10	6.78244	4.73152	3.29731	o2_uniq_peak_946
chr4	204578506	204579086	581	204578752	50	37.29842	10.2441	33.04695	o2_uniq_peak_947
chr4	205924277	205924572	296	205924415	16	7.69787	4.26722	4.14171	o2_uniq_peak_948
chr4	207082955	207083761	807	207083496	55	55.02229	16.69023	50.54728	o2_uniq_peak_949
chr4	208244364	208244849	486	208244628	29	32.91177	15.04047	28.72517	o2_uniq_peak_950
chr4	210766732	210767082	351	210766855	10	5.58201	3.97623	2.22845	o2_uniq_peak_951
chr4	210824486	210824831	346	210824653	27	20.05327	8.34511	16.09941	o2_uniq_peak_952
chr4	215580633	215581098	466	215580876	67	68.75122	18.63185	64.10783	o2_uniq_peak_953
chr4	216423148	216423484	337	216423325	27	21.95405	9.36694	17.95942	o2_uniq_peak_954
chr4	218914118	218914618	501	218914369	95	102.39534	22.64964	97.30565	o2_uniq_peak_955
chr4	220592777	220593367	591	220593089	62	65.19701	18.94272	60.59888	o2_uniq_peak_956
chr4	221269424	221269835	412	221269620	47	29.76925	8.03604	25.63287	o2_uniq_peak_957
chr4	223102117	223102413	297	223102259	12	8.40968	5.38714	4.81603	o2_uniq_peak_958
chr4	224072944	224073267	324	224073100	12	9.21708	5.89016	5.5846	o2_uniq_peak_959
chr4	225572023	225572336	314	225572122	12	6.53836	4.24719	3.07297	o2_uniq_peak_960
chr4	225867812	225868306	495	225868062	48	26.64478	6.82209	22.56426	o2_uniq_peak_961
chr4	226465010	226465534	525	226465279	102	112.82336	24.30117	107.60577	o2_uniq_peak_962
chr4	227426867	227427213	347	227427009	22	13.58414	6.20189	9.79373	o2_uniq_peak_963
chr4	229744290	229744796	507	229744537	60	68.96172	21.81779	64.31626	o2_uniq_peak_964
chr4	234118633	234119062	430	234118842	23	20.37567	9.7086	16.41527	o2_uniq_peak_965
chr4	235083053	235083538	486	235083291	62	72.48497	22.77293	67.79122	o2_uniq_peak_966
chr4	236014646	236015063	418	236014832	37	20.34748	6.36186	16.38814	o2_uniq_peak_967
chr4	236170247	236170641	395	236170450	22	8.45016	3.8506	4.8501	o2_uniq_peak_968
chr4	238744183	238744517	335	238744348	13	9.76561	6.02194	6.10707	o2_uniq_peak_969
chr4	238756531	238756831	301	238756691	17	10.90013	5.82469	7.20065	o2_uniq_peak_970
chr4	238820128	238820622	495	238820377	42	24.93406	7.19895	20.8822	o2_uniq_peak_971
chr4	239192871	239193247	377	239193070	35	42.59938	18.35854	38.27824	o2_uniq_peak_972
chr4	240444039	240444557	519	240444294	67	65.38625	17.06889	60.7841	o2_uniq_peak_973
chr4	240810689	240811503	815	240811105	72	84.69828	24.42094	79.83797	o2_uniq_peak_974
chr5	658669	659121	453	658894	26	21.22714	9.26674	17.24949	o2_uniq_peak_975
chr5	1062542	1063033	492	1062775	49	50.39539	16.72667	45.97568	o2_uniq_peak_976
chr5	1896503	1896846	344	1896645	25	12.67204	5.22248	8.90961	o2_uniq_peak_977
chr5	4131539	4132022	484	4131776	69	68.12119	17.57092	63.48566	o2_uniq_peak_978
chr5	4252066	4252552	487	4252304	65	55.90167	13.67226	51.41959	o2_uniq_peak_979
chr5	4581905	4582315	411	4582124	25	23.29111	10.77428	19.2708	o2_uniq_peak_980
chr5	5961545	5962025	481	5961829	12	8.00491	5.13648	4.43723	o2_uniq_peak_981
chr5	7223420	7223724	305	7223566	22	10.26879	4.61989	6.58687	o2_uniq_peak_982
chr5	8341795	8342427	633	8342049	26	28.90637	13.76891	24.78637	o2_uniq_peak_983
chr5	8456938	8457388	451	8457159	47	39.57319	12.04863	35.28894	o2_uniq_peak_984
chr5	8618566	8619015	450	8618792	57	42.84303	10.7088	38.51973	o2_uniq_peak_985
chr5	9525400	9525868	469	9525629	34	41.02545	17.84858	36.72302	o2_uniq_peak_986
chr5	12227129	12227562	434	12227349	36	33.28563	12.57183	29.09432	o2_uniq_peak_987
chr5	12531743	12532137	395	12531933	37	34.34179	12.78373	30.13347	o2_uniq_peak_988
chr5	13398161	13398537	377	13398345	28	15.22112	5.82508	11.38265	o2_uniq_peak_989
chr5	13969872	13970264	393	13970069	34	27.46408	10.16384	23.36763	o2_uniq_peak_990
chr5	14279767	14280177	411	14280000	42	12.73042	3.6011	8.96548	o2_uniq_peak_991
chr5	14471245	14471624	380	14471426	27	14.35618	5.62421	10.54022	o2_uniq_peak_992
chr5	14804816	14805273	458	14805062	22	12.73116	5.7733	8.96548	o2_uniq_peak_993
chr5	17645896	17646326	431	17646126	32	29.52842	11.92867	25.39683	o2_uniq_peak_994
chr5	19278930	19279327	398	19279099	28	18.42852	7.27938	14.51069	o2_uniq_peak_995
chr5	19894457	19894841	385	19894645	22	17.46327	8.31393	13.56482	o2_uniq_peak_996
chr5	19991910	19992378	469	19992147	62	56.52967	14.86382	52.03821	o2_uniq_peak_997
chr5	22603548	22603843	296	22603692	10	7.28703	5.05137	3.75987	o2_uniq_peak_998
chr5	24525483	24525778	296	24525709	16	10.28679	5.68707	6.60258	o2_uniq_peak_999
chr5	24971129	24971468	340	24971291	25	13.50674	5.59062	9.71736	o2_uniq_peak_1000
chr5	28017888	28018344	457	28018090	41	27.64535	8.43632	23.54629	o2_uniq_peak_1001
chr5	29373682	29373977	296	29373834	19	8.87862	4.4122	5.26059	o2_uniq_peak_1002
chr5	30593887	30594499	613	30594234	28	18.42852	7.27938	14.51069	o2_uniq_peak_1003
chr5	30829828	30830345	518	30830115	45	56.49457	22.01687	52.00387	o2_uniq_peak_1004
chr5	31886085	31886617	533	31886306	46	40.6488	12.8779	36.35439	o2_uniq_peak_1005
chr5	31980399	31980805	407	31980599	39	22.98183	7.00462	18.96852	o2_uniq_peak_1006
chr5	32362865	32363379	515	32363114	89	84.58497	17.57229	79.72723	o2_uniq_peak_1007
chr5	36699759	36700344	586	36699948	27	25.39914	11.3267	21.34105	o2_uniq_peak_1008
chr5	38156782	38157259	478	38157028	54	43.91042	11.90165	39.57274	o2_uniq_peak_1009
chr5	39399739	39400180	442	39399979	20	18.70477	9.64352	14.77923	o2_uniq_peak_1010
chr5	40834291	40834707	417	40834499	29	30.78805	13.77645	26.6337	o2_uniq_peak_1011
chr5	41564459	41564765	307	41564502	11	8.29873	5.51058	4.7091	o2_uniq_peak_1012
chr5	43028663	43029099	437	43028876	36	30.36845	11.02747	26.22378	o2_uniq_peak_1013
chr5	44243170	44243500	331	44243339	24	8.27531	3.58798	4.68803	o2_uniq_peak_1014
chr5	46406735	46407303	569	46407028	180	171.96176	20.20777	165.99857	o2_uniq_peak_1015
chr5	48297178	48297671	494	48297424	17	6.63867	3.61557	3.16707	o2_uniq_peak_1016
chr5	48709601	48709896	296	48709822	15	9.35191	5.35254	5.70431	o2_uniq_peak_1017
chr5	50251968	50252424	457	50252206	51	27.04613	6.53075	22.95603	o2_uniq_peak_1018
chr5	50452442	50452746	305	50452624	17	8.48274	4.51824	4.87881	o2_uniq_peak_1019
chr5	50578569	50579072	504	50578811	102	116.37688	25.85435	111.11261	o2_uniq_peak_1020
chr5	51921660	51922174	515	51921917	64	71.38456	21.23593	66.70241	o2_uniq_peak_1021
chr5	52019777	52020243	467	52020014	53	45.59027	12.91991	41.22931	o2_uniq_peak_1022
chr5	52112776	52113104	329	52112946	15	9.35191	5.35254	5.70431	o2_uniq_peak_1023
chr5	53154757	53155261	505	53154976	34	41.02545	17.84858	36.72302	o2_uniq_peak_1024
chr5	58917291	58917614	324	58917459	17	12.08355	6.50655	8.33629	o2_uniq_peak_1025
chr5	59143688	59144323	636	59144034	43	25.8821	7.36637	21.81222	o2_uniq_peak_1026
chr5	59609108	59609453	346	59609244	18	9.29063	4.76925	5.649	o2_uniq_peak_1027
chr5	60293494	60293889	396	60293674	22	22.88	11.53103	18.86744	o2_uniq_peak_1028
chr5	60500364	60500728	365	60500538	29	19.43239	7.53039	15.49076	o2_uniq_peak_1029
chr5	60913083	60913381	299	60913246	17	10.07547	5.36472	6.40723	o2_uniq_peak_1030
chr5	63272204	63272691	488	63272416	33	32.82728	13.43387	28.64247	o2_uniq_peak_1031
chr5	63463250	63463692	443	63463469	26	19.81721	8.49427	15.86593	o2_uniq_peak_1032
chr5	63802721	63803228	508	63802981	75	77.53861	19.56146	72.77895	o2_uniq_peak_1033
chr5	65706067	65706636	570	65706360	77	93.38467	26.50278	88.40858	o2_uniq_peak_1034
chr5	67053646	67054080	435	67053839	59	47.63575	12.05188	43.24876	o2_uniq_peak_1035
chr5	67503522	67504007	486	67503746	42	37.563	12.70424	33.30745	o2_uniq_peak_1036
chr5	67504381	67504988	608	67504792	27	19.5092	8.06215	15.56547	o2_uniq_peak_1037
chr5	68406085	68406507	423	68406304	75	54.87077	10.90745	50.39855	o2_uniq_peak_1038
chr5	69149020	69149553	534	69149290	92	81.41317	15.56982	76.59663	o2_uniq_peak_1039
chr5	69325402	69325725	324	69325548	22	12.73116	5.7733	8.96548	o2_uniq_peak_1040
chr5	69488549	69489087	539	69488816	73	86.26898	24.75548	81.38689	o2_uniq_peak_1041
chr5	70230449	70230780	332	70230610	25	10.56547	4.35285	6.87134	o2_uniq_peak_1042
chr5	70681154	70681531	378	70681346	41	23.99594	7.03153	19.96219	o2_uniq_peak_1043
chr5	72881490	72881901	412	72881710	35	31.65777	12.04321	27.49052	o2_uniq_peak_1044
chr5	73048216	73048679	464	73048446	46	38.36615	11.79762	34.09965	o2_uniq_peak_1045
chr5	74291157	74291667	511	74291405	68	59.65155	14.29373	55.12175	o2_uniq_peak_1046
chr5	74450869	74451201	333	74451019	17	11.73829	6.30525	8.00629	o2_uniq_peak_1047
chr5	76688064	76688474	411	76688278	26	24.11908	10.92217	20.08371	o2_uniq_peak_1048
chr5	76823681	76824015	335	76823849	15	13.76398	8.02158	9.96659	o2_uniq_peak_1049
chr5	76936462	76936821	360	76936627	24	13.11671	5.58784	9.33801	o2_uniq_peak_1050
chr5	82952800	82953125	326	82952982	20	14.25886	7.0252	10.44584	o2_uniq_peak_1051
chr5	84520630	84521111	482	84520881	61	86.06824	31.08364	81.19063	o2_uniq_peak_1052
chr5	85354813	85355347	535	85355064	79	82.15208	20.08105	77.32237	o2_uniq_peak_1053
chr5	85701407	85701828	422	85701646	31	16.6347	5.9083	12.75614	o2_uniq_peak_1054
chr5	85835533	85836027	495	85835762	67	92.06985	31.22663	87.11297	o2_uniq_peak_1055
chr5	86033198	86033579	382	86033383	30	25.04575	10.1279	20.99208	o2_uniq_peak_1056
chr5	87363601	87363958	358	87363790	27	13.98584	5.46693	10.18025	o2_uniq_peak_1057
chr5	87405247	87405542	296	87405406	25	12.33221	5.07644	8.57815	o2_uniq_peak_1058
chr5	88500463	88500822	360	88500634	41	12.13273	3.51735	8.38455	o2_uniq_peak_1059
chr5	89154529	89154877	349	89154713	32	18.82203	6.62854	14.89295	o2_uniq_peak_1060
chr5	89448106	89448472	367	89448285	17	8.50567	4.53	4.90056	o2_uniq_peak_1061
chr5	90863327	90863814	488	90863538	32	32.01748	13.34932	27.84381	o2_uniq_peak_1062
chr5	92325007	92325385	379	92325233	32	27.91981	11.03961	23.81603	o2_uniq_peak_1063
chr5	95326890	95327217	328	95327072	18	12.22871	6.35614	8.4768	o2_uniq_peak_1064
chr5	98944371	98944706	336	98944532	23	14.63548	6.52333	10.8115	o2_uniq_peak_1065
chr5	101455142	101455580	439	101455327	38	24.6031	7.83372	20.55801	o2_uniq_peak_1066
chr5	102083543	102084004	462	102083817	40	43.26359	16.58552	38.9323	o2_uniq_peak_1067
chr5	103892309	103892832	524	103892583	82	104.26157	29.6865	99.14631	o2_uniq_peak_1068
chr5	106396591	106397152	562	106396840	103	125.65893	29.69341	120.28456	o2_uniq_peak_1069
chr5	107079470	107079765	296	107079686	23	11.39384	4.97173	7.67025	o2_uniq_peak_1070
chr5	107348817	107349362	546	107349090	83	104.21817	29.12414	99.1049	o2_uniq_peak_1071
chr5	108594467	108594995	529	108594717	10	7.18069	4.98398	3.66246	o2_uniq_peak_1072
chr5	109025133	109025622	490	109025378	79	82.15208	20.08105	77.32237	o2_uniq_peak_1073
chr5	110496467	110496963	497	110496719	67	75.92116	22.21605	71.1823	o2_uniq_peak_1074
chr5	111141764	111142205	442	111141982	55	52.28326	15.34388	47.84089	o2_uniq_peak_1075
chr5	113646679	113646974	296	113646889	13	5.49464	3.51418	2.15256	o2_uniq_peak_1076
chr5	115033794	115034287	494	115034047	70	74.71703	20.27146	69.99449	o2_uniq_peak_1077
chr5	115299854	115300296	443	115300047	50	23.63637	5.6939	19.60828	o2_uniq_peak_1078
chr5	115535437	115535944	508	115535699	45	38.78179	12.30609	34.51132	o2_uniq_peak_1079
chr5	117496762	117497135	374	117496981	33	16.87841	5.69219	12.99442	o2_uniq_peak_1080
chr5	117895355	117895786	432	117895607	18	9.29063	4.76925	5.649	o2_uniq_peak_1081
chr5	122241255	122241645	391	122241470	36	25.49098	8.66933	21.4317	o2_uniq_peak_1082
chr5	124105948	124106515	568	124106246	84	93.61573	23.28981	88.63834	o2_uniq_peak_1083
chr5	125654905	125655303	399	125655062	17	10.99897	5.88072	7.29276	o2_uniq_peak_1084
chr5	125666486	125666962	477	125666726	77	62.84871	13.05856	58.27967	o2_uniq_peak_1085
chr5	126650316	126650673	358	126650485	15	9.35191	5.35254	5.70431	o2_uniq_peak_1086
chr5	126834669	126834974	306	126834796	14	7.49038	4.4706	3.94939	o2_uniq_peak_1087
chr5	129582546	129583018	473	129582776	33	35.5218	15.00474	31.29623	o2_uniq_peak_1088
chr5	130460088	130460627	540	130460379	85	64.99694	11.97346	60.40078	o2_uniq_peak_1089
chr5	130930377	130930829	453	130930604	32	27.25216	10.67861	23.15999	o2_uniq_peak_1090
chr5	132172415	132172742	328	132172605	19	10.22066	5.0709	6.54378	o2_uniq_peak_1091
chr5	136854742	136855066	325	136854898	18	12.22871	6.35614	8.4768	o2_uniq_peak_1092
chr5	139231363	139231722	360	139231515	33	19.75542	6.8294	15.80545	o2_uniq_peak_1093
chr5	139543068	139543524	457	139543275	44	34.48727	10.61702	30.27727	o2_uniq_peak_1094
chr5	144315263	144315679	417	144315469	13	6.74614	4.20949	3.26192	o2_uniq_peak_1095
chr5	144590128	144590608	481	144590397	25	11.67549	4.8005	7.94423	o2_uniq_peak_1096
chr5	145491819	145492147	329	145491951	10	7.99362	5.49729	4.42652	o2_uniq_peak_1097
chr5	149328478	149329035	558	149328777	79	86.13576	21.91982	81.25563	o2_uniq_peak_1098
chr5	149709140	149709441	302	149709297	21	11.84157	5.52229	8.10534	o2_uniq_peak_1099
chr5	152445995	152446426	432	152446213	60	38.92909	8.75467	34.65693	o2_uniq_peak_1100
chr5	154259614	154260126	513	154259861	110	115.38982	22.29598	110.14056	o2_uniq_peak_1101
chr5	154667780	154668237	458	154668018	35	21.65933	7.23113	17.67097	o2_uniq_peak_1102
chr5	155866440	155866963	524	155866719	93	98.04816	21.57823	93.01127	o2_uniq_peak_1103
chr5	159015047	159015501	455	159015293	60	35.26955	7.66107	31.04656	o2_uniq_peak_1104
chr5	160177320	160177812	493	160177600	50	51.80462	17.06121	47.36824	o2_uniq_peak_1105
chr5	160659665	160660062	398	160659872	32	18.82203	6.62854	14.89295	o2_uniq_peak_1106
chr5	161267219	161267699	481	161267467	27	21.55393	9.14779	17.56811	o2_uniq_peak_1107
chr5	161460146	161460492	347	161460312	16	7.69787	4.26722	4.14171	o2_uniq_peak_1108
chr5	161585425	161585968	544	161585713	109	144.54269	35.93773	138.94025	o2_uniq_peak_1109
chr5	163609975	163610442	468	163610193	57	52.42855	14.70562	47.9831	o2_uniq_peak_1110
chr5	164070395	164070776	382	164070563	25	15.50664	6.52634	11.65783	o2_uniq_peak_1111
chr5	164361508	164361805	298	164361647	27	13.98584	5.46693	10.18025	o2_uniq_peak_1112
chr5	168858082	168858480	399	168858280	18	16.62013	8.96756	12.74204	o2_uniq_peak_1113
chr5	169001092	169001485	394	169001279	32	35.09155	15.1541	30.87029	o2_uniq_peak_1114
chr5	169280421	169281015	595	169280716	106	122.57115	26.8584	117.23291	o2_uniq_peak_1115
chr5	169517379	169517876	498	169517629	80	94.30509	25.48281	89.31711	o2_uniq_peak_1116
chr5	171203425	171203831	407	171203610	36	26.83239	9.28748	22.74567	o2_uniq_peak_1117
chr5	171677095	171677487	393	171677315	27	21.95405	9.36694	17.95942	o2_uniq_peak_1118
chr5	172037060	172037356	297	172037236	29	10.79456	4.01233	7.09679	o2_uniq_peak_1119
chr5	174136578	174137117	540	174136865	18	12.99309	6.79571	9.21677	o2_uniq_peak_1120
chr5	174336115	174336453	339	174336278	25	12.67204	5.22248	8.90961	o2_uniq_peak_1121
chr5	174750223	174750693	471	174750460	44	52.00674	19.85921	47.56953	o2_uniq_peak_1122
chr5	175587357	175587704	348	175587523	24	14.56439	6.27533	10.7419	o2_uniq_peak_1123
chr5	176799354	176799817	464	176799575	51	43.93953	12.8021	39.60171	o2_uniq_peak_1124
chr5	176993538	176993833	296	176993716	10	7.28703	5.05137	3.75987	o2_uniq_peak_1125
chr5	177845353	177845822	470	177845580	42	40.78147	14.38494	36.48369	o2_uniq_peak_1126
chr5	178270659	178271121	463	178270871	59	57.66019	16.43987	53.15348	o2_uniq_peak_1127
chr5	178386419	178386808	390	178386631	19	13.91274	7.07883	10.1095	o2_uniq_peak_1128
chr5	178828622	178828920	299	178828756	15	6.93727	4.01621	3.44115	o2_uniq_peak_1129
chr5	178946225	178946568	344	178946403	13	9.1843	5.66335	5.55357	o2_uniq_peak_1130
chr5	180196396	180196748	353	180196570	27	17.43926	7.02837	13.54479	o2_uniq_peak_1131
chr5	182032677	182032981	305	182032832	10	6.33714	4.44977	2.88969	o2_uniq_peak_1132
chr5	182141854	182142160	307	182142099	13	11.01552	6.79656	7.3081	o2_uniq_peak_1133
chr5	183516213	183516729	517	183516490	22	21.26894	10.56195	17.28926	o2_uniq_peak_1134
chr5	183642518	183643106	589	183642758	43	41.7437	14.5147	37.43487	o2_uniq_peak_1135
chr5	183646421	183646730	310	183646568	22	12.73116	5.7733	8.96548	o2_uniq_peak_1136
chr5	183830511	183830806	296	183830708	9	6.31244	4.59215	2.87001	o2_uniq_peak_1137
chr5	184156721	184157078	358	184156907	14	6.20234	3.7652	2.77049	o2_uniq_peak_1138
chr5	187066591	187067084	494	187066877	17	6.42037	3.51446	2.96719	o2_uniq_peak_1139
chr5	187081948	187082349	402	187082151	30	20.45041	7.78141	16.48635	o2_uniq_peak_1140
chr5	188746919	188747299	381	188747101	20	12.09737	5.84831	8.34998	o2_uniq_peak_1141
chr5	189945325	189945839	515	189945592	74	66.12036	15.06485	61.51078	o2_uniq_peak_1142
chr5	197591975	197592322	348	197592168	25	15.64164	6.59217	11.78938	o2_uniq_peak_1143
chr5	197617529	197617875	347	197617701	21	18.9129	9.46305	14.98236	o2_uniq_peak_1144
chr5	198042291	198042606	316	198042488	15	8.55651	4.89756	4.95047	o2_uniq_peak_1145
chr5	198307752	198308055	304	198307892	19	12.01403	6.01356	8.27049	o2_uniq_peak_1146
chr5	200940459	200940838	380	200940636	33	24.17905	8.818	20.1432	o2_uniq_peak_1147
chr5	201323296	201323847	552	201323560	115	148.3882	34.57261	142.73007	o2_uniq_peak_1148
chr5	201692790	201693147	358	201692997	30	19.67708	7.41698	15.72939	o2_uniq_peak_1149
chr5	201933439	201933774	336	201933643	15	7.6275	4.38396	4.07712	o2_uniq_peak_1150
chr5	202050585	202051026	442	202050795	33	27.16259	10.31436	23.07123	o2_uniq_peak_1151
chr5	206889842	206890319	478	206890069	87	94.26484	22.31197	89.27798	o2_uniq_peak_1152
chr5	207655280	207655842	563	207655486	17	11.24616	6.0216	7.52784	o2_uniq_peak_1153
chr5	208074903	208075241	339	208075101	25	15.50664	6.52634	11.65783	o2_uniq_peak_1154
chr5	208262864	208263285	422	208263042	21	21.83028	11.21911	17.83943	o2_uniq_peak_1155
chr5	208555093	208555503	411	208555302	19	18.84393	10.02698	14.91376	o2_uniq_peak_1156
chr5	211860332	211860638	307	211860555	15	9.13522	5.22731	5.50718	o2_uniq_peak_1157
chr5	212177792	212178262	471	212178010	34	24.84267	8.87408	20.79248	o2_uniq_peak_1158
chr5	212708875	212709268	394	212709082	29	24.29824	10.036	20.259	o2_uniq_peak_1159
chr5	215798648	215799079	432	215798864	41	30.19192	9.51276	26.04919	o2_uniq_peak_1160
chr5	216100834	216101309	476	216101072	69	56.81566	12.92441	52.32016	o2_uniq_peak_1161
chr5	217006744	217007250	507	217006997	54	41.81514	11.04756	37.5047	o2_uniq_peak_1162
chr5	217849028	217849468	441	217849248	30	14.40647	5.18994	10.58904	o2_uniq_peak_1163
chr6	866320	866853	534	866570	99	111.77507	25.10131	106.57195	o2_uniq_peak_1164
chr6	1871132	1871464	333	1871311	65	16.55704	3.31696	12.68022	o2_uniq_peak_1165
chr6	3680138	3680656	519	3680392	45	54.97461	21.1239	50.5009	o2_uniq_peak_1166
chr6	6353479	6353833	355	6353663	21	21.83028	11.21911	17.83943	o2_uniq_peak_1167
chr6	8755514	8756032	519	8755784	82	99.41448	27.11665	94.3583	o2_uniq_peak_1168
chr6	8761461	8761991	531	8761733	81	92.32616	24.01777	87.36407	o2_uniq_peak_1169
chr6	8850945	8851443	499	8851185	72	79.50035	21.7569	74.70893	o2_uniq_peak_1170
chr6	8963922	8964239	318	8964081	12	10.22486	6.51754	6.5458	o2_uniq_peak_1171
chr6	16593566	16593904	339	16593748	20	20.16946	10.52833	16.21377	o2_uniq_peak_1172
chr6	18438434	18438923	490	18438700	71	50.48358	10.33338	46.06322	o2_uniq_peak_1173
chr6	21886422	21886717	296	21886567	7	5.006	4.01079	1.75991	o2_uniq_peak_1174
chr6	24320222	24320822	601	24320539	154	156.00485	22.24546	150.2522	o2_uniq_peak_1175
chr6	24861419	24861746	328	24861605	17	8.48274	4.51824	4.87881	o2_uniq_peak_1176
chr6	24890646	24891230	585	24890919	103	144.13976	39.26484	138.54622	o2_uniq_peak_1177
chr6	26413616	26414201	586	26413905	134	173.80609	36.69371	167.82234	o2_uniq_peak_1178
chr6	26634154	26634649	496	26634398	55	58.1443	18.29557	53.63184	o2_uniq_peak_1179
chr6	27145325	27145649	325	27145488	22	16.36918	7.69427	12.49968	o2_uniq_peak_1180
chr6	27657681	27658070	390	27657872	26	23.47273	10.5454	19.44991	o2_uniq_peak_1181
