gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d048270	1	mu1008331	UFMu-00337	1	NA	NA	NA	NA	FALSE	Zm00004b034347	One-to-One	mRNA	modifier	intron_variant
Zm00001d048282	1	mu1023403	UFMu-01992	1	NA	NA	NA	NA	FALSE	Zm00004b034358	One-to-One	mRNA	high	frameshift_variant
Zm00001d048299	2	mu1040279|mu1095601	UFMu-03830|UFMu-13045	2	NA	NA	NA	NA	FALSE	Zm00004b034372	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d048302	1	mu1082062	UFMu-09424	1	NA	NA	NA	NA	FALSE	Zm00004b034374	One-to-One	mRNA	moderate	missense_variant
Zm00001d048310	2	mu1084315|mu1093849	UFMu-10378|UFMu-13842	2	NA	NA	NA	NA	FALSE	Zm00004b034383	One-to-One	mRNA	low	synonymous_variant
Zm00001d048311	1	mu1035163	UFMu-03517	1	NA	NA	NA	NA	FALSE	Zm00004b034384	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d048315	3	mu1054772|mu1061339|mu1095602	UFMu-06545|UFMu-07769|UFMu-11966	>=3	NA	NA	NA	NA	FALSE	Zm00004b034388	One-to-One	mRNA	high	frameshift_variant
Zm00001d048320	1	mu1078964	UFMu-09343	1	NA	NA	NA	NA	FALSE	Zm00004b034394	One-to-One	mRNA	moderate	missense_variant
Zm00001d048329	1	mu1074585	UFMu-03723	1	NA	NA	NA	NA	FALSE	Zm00004b034403	One-to-One	mRNA	non-syntenic	splice_acceptor_variant
Zm00001d048335	1	mu1030892	UFMu-02967	1	NA	NA	NA	NA	FALSE	Zm00004b034408	One-to-One	mRNA	high	frameshift_variant
Zm00001d048340	3	mu1046106|mu1070626|mu1084316	UFMu-05956|UFMu-02967|UFMu-09999	>=3	NA	NA	NA	NA	FALSE	Zm00004b034412	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d048341	2	mu1058211|mu1061343	UFMu-07239|UFMu-08182	2	NA	NA	NA	NA	FALSE	Zm00004b034413	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d048349	1	mu1050003	UFMu-06274	1	NA	NA	NA	NA	FALSE	Zm00004b034426	One-to-One	mRNA	moderate	missense_variant
Zm00001d048354	1	mu1093855	UFMu-11254	1	NA	NA	NA	NA	FALSE	Zm00004b034430,Zm00004b034431	Many-to-Many	mRNA	no_change	NA
Zm00001d048356	4	mu1019215|mu1040288|mu1078967|mu1080186	UFMu-00622|UFMu-03654|UFMu-09399,UFMu-11814|UFMu-09139	>=3	NA	NA	NA	NA	FALSE	Zm00004b034433	One-to-One	mRNA	low	synonymous_variant
Zm00001d048358	3	mu1022793|mu1050004|mu1061347	UFMu-02258|UFMu-06399|UFMu-07787	>=3	NA	NA	NA	NA	FALSE	Zm00004b034434	One-to-One	mRNA	moderate	missense_variant
Zm00001d048361	1	mu1041940	UFMu-04763	1	NA	NA	NA	NA	FALSE	Zm00004b034437	One-to-Many	mRNA	moderate	missense_variant
Zm00001d048363	2	mu1033202|mu1058217	UFMu-02507|UFMu-07410	2	NA	NA	NA	NA	FALSE	Zm00004b034438	One-to-One	mRNA	moderate	missense_variant
Zm00001d048369	1	mu1054780	UFMu-06715	1	NA	NA	NA	NA	FALSE	Zm00004b034442	One-to-One	mRNA	moderate	missense_variant
Zm00001d048373	1	mu1068861	UFMu-02115,UFMu-08660	1	NA	NA	NA	NA	FALSE	Zm00004b034445	One-to-One	mRNA	moderate	missense_variant
Zm00001d048389	4	mu1016683|mu1016684|mu1040291|mu1095603	UFMu-01261|UFMu-01880|UFMu-03773|UFMu-13047	>=3	NA	NA	NA	NA	FALSE	Zm00004b034450,Zm00004b034452	Many-to-Many,Many-to-One	mRNA	moderate	missense_variant
Zm00001d048391	2	mu1029628|mu1040292	UFMu-02862|UFMu-03664	2	GATA	36	33	33/36	TRUE	Zm00004b034454	One-to-One	mRNA	moderate	missense_variant
Zm00001d048392	1	mu1061348	UFMu-08143	1	NA	NA	NA	NA	FALSE	Zm00004b034455	One-to-One	mRNA	high	frameshift_variant
Zm00001d048393	4	mu1031575|mu1040294|mu1061349|mu1082067	UFMu-02634|UFMu-03830|UFMu-07773|UFMu-09463	>=3	NA	NA	NA	NA	FALSE	Zm00004b034456	One-to-One	mRNA	high	frameshift_variant
Zm00001d048396	2	mu1050661|mu1071555	UFMu-05995|UFMu-03034	2	NA	NA	NA	NA	FALSE	Zm00004b034457	One-to-One	mRNA	moderate	missense_variant
Zm00001d048397	1	mu1093863	UFMu-11790	1	NA	NA	NA	NA	FALSE	Zm00004b034458	One-to-One	mRNA	moderate	missense_variant
Zm00001d048398	6	mu1017387|mu1017387|mu1029260|mu1058222|mu1087438|mu1088188	UFMu-01120,UFMu-02580|UFMu-04914|UFMu-02634|UFMu-07326|UFMu-11033|UFMu-10608	>=3	NA	NA	NA	NA	FALSE	Zm00004b034459	One-to-One	mRNA	moderate	missense_variant
Zm00001d048402	1	mu1069975	UFMu-08665	1	NA	NA	NA	NA	FALSE	Zm00004b034463	One-to-One	mRNA	moderate	missense_variant
Zm00001d048407	1	mu1042075	UFMu-05090	1	NA	NA	NA	NA	FALSE	Zm00004b034467	One-to-One	mRNA	low	synonymous_variant
Zm00001d048409	1	mu1087439	UFMu-11113	1	NA	NA	NA	NA	FALSE	Zm00004b034468	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d048414	2	mu1008230|mu1087440	UFMu-00327|UFMu-10946	2	NA	NA	NA	NA	FALSE	Zm00004b034475	One-to-One	mRNA	moderate	missense_variant
Zm00001d048415	1	mu1082068	UFMu-09468	1	NA	NA	NA	NA	FALSE	Zm00004b034476	One-to-One	mRNA	moderate	missense_variant
Zm00001d048416	1	mu1050007	UFMu-06472	1	NA	NA	NA	NA	FALSE	Zm00004b034477	One-to-Many	mRNA	non-syntenic	exon_loss_variant
Zm00001d048420	1	mu1050008	UFMu-06475	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	missense_variant
Zm00001d048428	1	mu1088190	UFMu-11043	1	NA	NA	NA	NA	FALSE	Zm00004b034485	One-to-One	mRNA	modifier	intron_variant
Zm00001d048432	1	mu1068869	UFMu-08477	1	NA	NA	NA	NA	FALSE	Zm00004b034488	One-to-One	mRNA	moderate	missense_variant
Zm00001d048437	1	mu1016695	UFMu-02263	1	NA	NA	NA	NA	FALSE	Zm00004b034493	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d048440	3	mu1022626|mu1040297|mu1058387	UFMu-01957|UFMu-03726|UFMu-07965,UFMu-11292	>=3	NA	NA	NA	NA	FALSE	Zm00004b034497	One-to-One	mRNA	high	frameshift_variant
Zm00001d048442	4	mu1016678|mu1061357|mu1082069|mu1093873	UFMu-01781|UFMu-08001|UFMu-09550|UFMu-11933	>=3	NA	NA	NA	NA	FALSE	Zm00004b034499	One-to-One	mRNA	low	splice_region_variant
Zm00001d048444	1	mu1061358	UFMu-07881	1	NA	NA	NA	NA	FALSE	Zm00004b034501	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d048451	1	mu1068872	UFMu-08586	1	NA	NA	NA	NA	FALSE	Zm00004b034507	One-to-One	mRNA	moderate	missense_variant
Zm00001d048453	6	mu1041944|mu1046115|mu1046115|mu1073100|mu1087444|mu1093877	UFMu-04532,UFMu-10784,UFMu-11737,UFMu-12308,UFMu-12925,UFMu-13735|UFMu-05493|UFMu-13310|UFMu-03264|UFMu-11114,UFMu-12277|UFMu-12919,UFMu-13735	>=3	NA	NA	NA	NA	FALSE	Zm00004b034510	One-to-One	mRNA	moderate	missense_variant
Zm00001d048462	1	mu1084321	UFMu-10010	1	NA	NA	NA	NA	FALSE	Zm00004b034520	One-to-One	mRNA	high	frameshift_variant
Zm00001d048463	6	mu1058229|mu1058230|mu1069977|mu1069978|mu1073555|mu1078977	UFMu-07148|UFMu-07148|UFMu-08634,UFMu-09478|UFMu-08319|UFMu-03435|UFMu-09349	>=3	NA	NA	NA	NA	FALSE	Zm00004b034521	One-to-One	mRNA	high	frameshift_variant
Zm00001d048467	5	mu1007901|mu1007901|mu1046116|mu1054791|mu1095606	UFMu-00457,UFMu-02651,UFMu-03168,UFMu-03691,UFMu-04502|UFMu-10971|UFMu-05718|UFMu-06941|UFMu-11486	>=3	NA	NA	NA	NA	FALSE	Zm00004b034523	One-to-One	mRNA	moderate	missense_variant
Zm00001d048471	1	mu1058234	UFMu-07505	1	TALE	28	26	26/28	TRUE	Zm00004b034527	One-to-One	mRNA	moderate	missense_variant
Zm00001d048472	3	mu1054792|mu1054792|mu1082070	UFMu-06719|UFMu-09509|UFMu-09790	>=3	NA	NA	NA	NA	FALSE	Zm00004b034528	One-to-One	mRNA	no_change	NA
Zm00001d048473	1	mu1085287	UFMu-10384	1	NA	NA	NA	NA	FALSE	Zm00004b034529	One-to-One	mRNA	no_change	NA
Zm00001d048480	1	mu1040301	UFMu-04168	1	NA	NA	NA	NA	FALSE	Zm00004b034534	One-to-One	mRNA	no_change	NA
Zm00001d048481	1	mu1041946	UFMu-04730	1	NA	NA	NA	NA	FALSE	Zm00004b034535	One-to-One	mRNA	no_change	NA
Zm00001d048486	1	mu1019422	UFMu-01130	1	NA	NA	NA	NA	FALSE	Zm00004b034539	One-to-One	mRNA	no_change	NA
Zm00001d048494	2	mu1046119|mu1046120	UFMu-05777|UFMu-05777	2	NA	NA	NA	NA	FALSE	Zm00004b034545,Zm00004b034546	Many-to-Many,Many-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d048496	1	mu1046121	UFMu-05558	1	NA	NA	NA	NA	FALSE	Zm00004b034547	One-to-One	mRNA	no_change	NA
Zm00001d048497	1	mu1031783	UFMu-02476,UFMu-08197	1	NA	NA	NA	NA	FALSE	Zm00004b034548	One-to-One	mRNA	modifier	intron_variant
Zm00001d048501	4	mu1023402|mu1029900|mu1029900|mu1084327	UFMu-01903,UFMu-11977|UFMu-02552|UFMu-06528|UFMu-10411	>=3	NA	NA	NA	NA	FALSE	Zm00004b034551	One-to-One	mRNA	low	splice_region_variant
Zm00001d048503	4	mu1040304|mu1061366|mu1061367|mu1095607	UFMu-03763|UFMu-08198|UFMu-08198|UFMu-11208	>=3	NA	NA	NA	NA	FALSE	Zm00004b034553,Zm00004b034554	Many-to-One	mRNA	no_change	NA
Zm00001d048506	1	mu1016710	UFMu-01764,UFMu-04563,UFMu-04875	1	NA	NA	NA	NA	FALSE	Zm00004b034557	One-to-One	mRNA	no_change	NA
Zm00001d048507	3	mu1019562|mu1050020|mu1071558	UFMu-00870|UFMu-06452|UFMu-02496	>=3	NA	NA	NA	NA	FALSE	Zm00004b034558	One-to-One	mRNA	no_change	NA
Zm00001d048509	2	mu1029046|mu1046123	UFMu-02513|UFMu-05707	2	NA	NA	NA	NA	FALSE	Zm00004b034560	One-to-One	mRNA	no_change	NA
Zm00001d048510	1	mu1078981	UFMu-09139	1	NA	NA	NA	NA	FALSE	Zm00004b034561	One-to-One	mRNA	no_change	NA
Zm00001d048514	3	mu1007716|mu1078982|mu1080194	UFMu-00253|UFMu-09394|UFMu-08953,UFMu-11120	>=3	NA	NA	NA	NA	FALSE	Zm00004b034565	One-to-One	mRNA	no_change	NA
Zm00001d048515	1	mu1061368	UFMu-08197	1	NA	NA	NA	NA	FALSE	Zm00004b034566	One-to-One	mRNA	no_change	NA
Zm00001d048521	1	mu1093888	UFMu-13106	1	NA	NA	NA	NA	FALSE	Zm00004b034572	One-to-One	mRNA	modifier	intron_variant
Zm00001d048522	1	mu1054803	UFMu-06699	1	NA	NA	NA	NA	FALSE	Zm00004b034573	One-to-One	mRNA	modifier	intron_variant
Zm00001d048531	1	mu1095611	UFMu-11392	1	NA	NA	NA	NA	FALSE	Zm00004b034580	One-to-One	mRNA	no_change	NA
Zm00001d048532	1	mu1050342	UFMu-06497	1	NA	NA	NA	NA	FALSE	Zm00004b034581	One-to-One	mRNA	no_change	NA
Zm00001d048540	1	mu1078983	UFMu-09144	1	NA	NA	NA	NA	FALSE	Zm00004b034589,Zm00004b034590	Many-to-One	mRNA	no_change	NA
Zm00001d048541	1	mu1058248	UFMu-07137	1	NA	NA	NA	NA	FALSE	Zm00004b034591	One-to-One	mRNA	modifier	intron_variant
Zm00001d048544	3	mu1078984|mu1093893|mu1093894	UFMu-09139|UFMu-12459|UFMu-11467	>=3	NA	NA	NA	NA	FALSE	Zm00004b034593	One-to-One	mRNA	no_change	NA
Zm00001d048550	1	mu1058249	UFMu-07148	1	NA	NA	NA	NA	FALSE	Zm00004b034598	One-to-Many	mRNA	no_change	NA
Zm00001d048551	4	mu1018126|mu1087453|mu1087454|mu1095613	UFMu-00587|UFMu-11088|UFMu-11033|UFMu-13439	>=3	NA	NA	NA	NA	FALSE	Zm00004b034598	One-to-Many	mRNA	no_change	NA
Zm00001d048552	1	mu1078985	UFMu-09266,UFMu-11270	1	NA	NA	NA	NA	FALSE	Zm00004b034599	One-to-One	mRNA	modifier	intron_variant
Zm00001d048553	2	mu1068879|mu1093897	UFMu-08427|UFMu-11388	2	NA	NA	NA	NA	FALSE	Zm00004b034600	One-to-One	mRNA	no_change	NA
Zm00001d048556	1	mu1046159	UFMu-05784	1	NA	NA	NA	NA	FALSE	Zm00004b034604	One-to-One	mRNA	no_change	NA
Zm00001d048562	1	mu1082683	UFMu-09421	1	NA	NA	NA	NA	FALSE	Zm00004b034611	One-to-One	mRNA	modifier	intron_variant
Zm00001d048565	1	mu1093898	UFMu-13138	1	NA	NA	NA	NA	FALSE	Zm00004b034614	One-to-One	mRNA	no_change	NA
Zm00001d048570	3	mu1022238|mu1041950|mu1087458	UFMu-02439|UFMu-04314|UFMu-10593	>=3	NA	NA	NA	NA	FALSE	Zm00004b034619	One-to-Many	mRNA	no_change	NA
Zm00001d048582	1	mu1043095	UFMu-05064	1	NA	NA	NA	NA	FALSE	Zm00004b020080	One-to-One	mRNA	moderate	missense_variant
Zm00001d048583	1	mu1077493	UFMu-09060	1	NA	NA	NA	NA	FALSE	Zm00004b020081	One-to-One	mRNA	low	synonymous_variant
Zm00001d048592	1	mu1022546	UFMu-02263	1	NA	NA	NA	NA	FALSE	Zm00004b020089	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d048601	1	mu1077517	UFMu-09277	1	GRAS	81	68	68/81	TRUE	Zm00004b020095	One-to-Many	mRNA	high	frameshift_variant
Zm00001d048602	3	mu1059941|mu1091479|mu1091480	UFMu-08026|UFMu-11263|UFMu-11276	>=3	GRAS	81	69	69/81	TRUE	Zm00004b020096	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d048603	6	mu1017218|mu1029647|mu1056703|mu1059942|mu1075124|mu1094910	UFMu-01198,UFMu-01334,UFMu-01537,UFMu-01856,UFMu-04548,UFMu-05170|UFMu-02727|UFMu-07233|UFMu-08229|UFMu-05806|UFMu-12046	>=3	GRAS	81	70	70/81	TRUE	Zm00004b020095,Zm00004b020097	Many-to-Many,Many-to-One	mRNA	high	frameshift_variant
Zm00001d048604	3	mu1021588|mu1021588|mu1030663	UFMu-01537|UFMu-10820|UFMu-02695,UFMu-03463,UFMu-07260	>=3	GRAS	81	71	71/81	TRUE	Zm00004b020099	One-to-One	mRNA	moderate	missense_variant
Zm00001d048614	2	mu1017635|mu1091000	UFMu-00995|UFMu-12585	2	NA	NA	NA	NA	FALSE	Zm00004b020106	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d048615	1	mu1060391	UFMu-08252	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d048628	1	mu1021091	UFMu-01804	1	NA	NA	NA	NA	FALSE	Zm00004b020120	One-to-One	mRNA	moderate	missense_variant
Zm00001d048639	2	mu1014691|mu1014691	UFMu-02414,UFMu-04266,UFMu-05258,UFMu-07529,UFMu-07811|UFMu-10507,UFMu-10638	2	NA	NA	NA	NA	FALSE	Zm00004b020128	One-to-One	mRNA	non-syntenic	NA
Zm00001d048654	2	mu1011154|mu1011154	UFMu-01178|UFMu-10037,UFMu-11939,UFMu-12395,UFMu-12991,UFMu-13507	2	NA	NA	NA	NA	FALSE	Zm00004b020137	One-to-Many	mRNA	no_change	NA
Zm00001d048663	2	mu1053124|mu1055474	UFMu-06692|UFMu-07172	2	NA	NA	NA	NA	FALSE	Zm00004b020143	One-to-One	mRNA	non-syntenic	splice_donor_variant
Zm00001d048665	1	mu1021681	UFMu-01723	1	NA	NA	NA	NA	FALSE	Zm00004b020144	One-to-One	mRNA	high	frameshift_variant
Zm00001d048666	1	mu1091359	UFMu-13111	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	stop_gained
Zm00001d048669	1	mu1038673	UFMu-03993	1	NA	NA	NA	NA	FALSE	Zm00004b020147	One-to-One	mRNA	moderate	missense_variant
Zm00001d048670	1	mu1035724	UFMu-03573	1	NA	NA	NA	NA	FALSE	Zm00004b020148	One-to-One	mRNA	moderate	missense_variant
Zm00001d048680	1	mu1067364	UFMu-08577	1	NA	NA	NA	NA	FALSE	Zm00004b020152	One-to-One	mRNA	no_change	NA
Zm00001d048683	7	mu1014832|mu1018445|mu1035422|mu1067366|mu1077436|mu1083556|mu1083557	UFMu-02172|UFMu-01037,UFMu-06413,UFMu-06827,UFMu-08101|UFMu-03235,UFMu-04767|UFMu-08579|UFMu-09187|UFMu-10324|UFMu-10186	>=3	NA	NA	NA	NA	FALSE	Zm00004b020155	One-to-One	mRNA	no_change	NA
Zm00001d048686	1	mu1086450	UFMu-11108	1	NA	NA	NA	NA	FALSE	Zm00004b020158	One-to-One	mRNA	no_change	NA
Zm00001d048690	1	mu1056638	UFMu-07135	1	NA	NA	NA	NA	FALSE	Zm00004b020163	One-to-One	mRNA	no_change	NA
Zm00001d048692	4	mu1014847|mu1014847|mu1053135|mu1055633	UFMu-00998,UFMu-04060,UFMu-05070,UFMu-08254|UFMu-11246,UFMu-12280|UFMu-07003,UFMu-09443|UFMu-07158	>=3	NA	NA	NA	NA	FALSE	Zm00004b020165	One-to-One	mRNA	no_change	NA
Zm00001d048695	2	mu1031049|mu1048240	UFMu-02510|UFMu-06498	2	NA	NA	NA	NA	FALSE	Zm00004b020169	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d048710	1	mu1056648	UFMu-07281	1	NA	NA	NA	NA	FALSE	Zm00004b020181	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d048711	1	mu1014080	UFMu-01233	1	NA	NA	NA	NA	FALSE	Zm00004b020182	One-to-One	mRNA	high	frameshift_variant
Zm00001d048718	2	mu1038697|mu1059893	UFMu-02504|UFMu-08203	2	NA	NA	NA	NA	FALSE	Zm00004b020186	One-to-One	mRNA	moderate	missense_variant
Zm00001d048731	2	mu1077462|mu1077463	UFMu-09223|UFMu-09019	2	NA	NA	NA	NA	FALSE	Zm00004b020200	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d048732	1	mu1021515	UFMu-01333	1	NA	NA	NA	NA	FALSE	Zm00004b020201	One-to-Many	mRNA	modifier	intron_variant
Zm00001d048736	1	mu1018882	UFMu-01179	1	NA	NA	NA	NA	FALSE	Zm00004b020202	One-to-One	mRNA	high	frameshift_variant
Zm00001d048738	2	mu1074807|mu1091400	UFMu-04078|UFMu-11313	2	NA	NA	NA	NA	FALSE	Zm00004b020204	One-to-One	mRNA	modifier	intron_variant
Zm00001d048741	2	mu1009233|mu1059903	UFMu-00514|UFMu-08224	2	NA	NA	NA	NA	FALSE	Zm00004b020207	Many-to-One	mRNA	non-syntenic	missense_variant
Zm00001d048742	1	mu1018626	UFMu-01052	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	disruptive_inframe_deletion
Zm00001d048783	1	mu1038719	UFMu-04052	1	NA	NA	NA	NA	FALSE	Zm00004b020242,Zm00004b020243	Many-to-One	mRNA	non-syntenic	intron_variant
Zm00001d048796	1	mu1081277	UFMu-09506	1	NA	NA	NA	NA	FALSE	Zm00004b020252	One-to-One	mRNA	low	synonymous_variant
Zm00001d048801	1	mu1048280	UFMu-06527	1	NA	NA	NA	NA	FALSE	Zm00004b020254	One-to-One	mRNA	moderate	missense_variant
Zm00001d048802	3	mu1014951|mu1030483|mu1081278	UFMu-02426|UFMu-02510|UFMu-09538	>=3	NA	NA	NA	NA	FALSE	Zm00004b020255	One-to-One	mRNA	high	stop_lost
Zm00001d048825	2	mu1044570|mu1053188	UFMu-05766|UFMu-06592	2	NA	NA	NA	NA	FALSE	Zm00004b020281	One-to-One	mRNA	moderate	missense_variant
Zm00001d048832	1	mu1014954	UFMu-01231	1	NA	NA	NA	NA	FALSE	Zm00004b020285	One-to-One	mRNA	high	frameshift_variant
Zm00001d048833	1	mu1022971	UFMu-02427	1	NA	NA	NA	NA	FALSE	Zm00004b020286	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d048839	2	mu1083577|mu1091436	UFMu-10517|UFMu-13976	2	NA	NA	NA	NA	FALSE	Zm00004b020294	One-to-Many	mRNA	no_change	NA
Zm00001d048856	1	mu1048286	UFMu-06297	1	NA	NA	NA	NA	FALSE	Zm00004b020306	One-to-One	mRNA	no_change	NA
Zm00001d048867	1	mu1002168	UFMu-00388	1	NA	NA	NA	NA	FALSE	Zm00004b020315,Zm00004b020321	Many-to-Many	mRNA	moderate	missense_variant
Zm00001d048868	2	mu1053199|mu1053200	UFMu-06842|UFMu-06684	2	NA	NA	NA	NA	FALSE	Zm00004b020317	One-to-One	mRNA	high	frameshift_variant
Zm00001d048880	1	mu1009967	UFMu-00264	1	NA	NA	NA	NA	FALSE	Zm00004b020325	One-to-One	mRNA	no_change	NA
Zm00001d048888	1	mu1021963	UFMu-01806	1	NA	NA	NA	NA	FALSE	Zm00004b020330	One-to-One	mRNA	no_change	NA
Zm00001d048899	1	mu1081286	UFMu-09547	1	NA	NA	NA	NA	FALSE	Zm00004b020336	One-to-One	mRNA	low	synonymous_variant
Zm00001d048925	2	mu1011746|mu1011746	UFMu-01578,UFMu-02636,UFMu-03426,UFMu-03660|UFMu-09515,UFMu-09991,UFMu-10985	2	NA	NA	NA	NA	FALSE	Zm00004b020355	One-to-One	mRNA	non-syntenic	start_lost
Zm00001d048939	1	mu1014112	UFMu-01867	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	disruptive_inframe_insertion
Zm00001d048943	1	mu1075517	UFMu-05520	1	NA	NA	NA	NA	FALSE	Zm00004b020367	One-to-One	mRNA	modifier	intron_variant
Zm00001d048954	1	mu1091497	UFMu-12343	1	NA	NA	NA	NA	FALSE	Zm00004b020377	One-to-One	mRNA	moderate	missense_variant
Zm00001d048961	1	mu1086568	UFMu-11083	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	start_lost
Zm00001d048968	5	mu1014635|mu1034204|mu1038447|mu1045072|mu1059678	UFMu-01723|UFMu-03504,UFMu-08309|UFMu-04097|UFMu-05781|UFMu-07947	>=3	NA	NA	NA	NA	FALSE	Zm00004b020387	One-to-One	mRNA	moderate	missense_variant
Zm00001d048969	1	mu1086300	UFMu-11018	1	NA	NA	NA	NA	FALSE	Zm00004b020388	One-to-One	mRNA	no_change	NA
Zm00001d048982	1	mu1081129	UFMu-09891	1	NA	NA	NA	NA	FALSE	Zm00004b020397	One-to-One	mRNA	high	exon_loss_variant
Zm00001d049000	2	mu1005539|mu1022277	UFMu-01260,UFMu-03323,UFMu-04178,UFMu-06822|UFMu-02053	2	ZF-HD	21	17	17/21	TRUE	Zm00004b020414	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d049008	1	mu1077197	UFMu-09247	1	NA	NA	NA	NA	FALSE	Zm00004b020419	One-to-One	mRNA	moderate	missense_variant
Zm00001d049009	1	mu1072704	UFMu-03452	1	NA	NA	NA	NA	FALSE	Zm00004b020420	One-to-One	mRNA	low	synonymous_variant
Zm00001d049019	1	mu1029559	UFMu-02557	1	NA	NA	NA	NA	FALSE	Zm00004b020426	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d049026	1	mu1056397	UFMu-07250	1	NA	NA	NA	NA	FALSE	Zm00004b020428	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d049042	1	mu1091022	UFMu-12039	1	NA	NA	NA	NA	FALSE	Zm00004b020437	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d049088	1	mu1052942	UFMu-07106	1	NA	NA	NA	NA	FALSE	Zm00004b020474	One-to-One	mRNA	moderate	missense_variant
Zm00001d049092	1	mu1059710	UFMu-08230	1	NA	NA	NA	NA	FALSE	Zm00004b020476	One-to-One	mRNA	low	synonymous_variant
Zm00001d049093	1	mu1045097	UFMu-05806	1	NA	NA	NA	NA	FALSE	Zm00004b020477	One-to-One	mRNA	no_change	NA
Zm00001d049095	4	mu1045098|mu1065351|mu1075093|mu1077224	UFMu-05763|UFMu-00795,UFMu-02095,UFMu-02992,UFMu-03538,UFMu-04082,UFMu-04614,UFMu-05706,UFMu-08629,UFMu-09422,UFMu-11246|UFMu-05783,UFMu-09389|UFMu-08886	>=3	NA	NA	NA	NA	FALSE	Zm00004b020479	One-to-One	mRNA	moderate	missense_variant
Zm00001d049099	1	mu1043241	UFMu-05336	1	NA	NA	NA	NA	FALSE	Zm00004b020481	One-to-One	mRNA	high	frameshift_variant
Zm00001d049121	2	mu1029541|mu1079567	UFMu-03075|UFMu-09319	2	NA	NA	NA	NA	FALSE	Zm00004b020494	One-to-One	mRNA	high	frameshift_variant
Zm00001d049122	1	mu1069417	UFMu-08690	1	NA	NA	NA	NA	FALSE	Zm00004b020495	One-to-One	mRNA	moderate	missense_variant
Zm00001d049145	3	mu1070288|mu1086341|mu1091104	UFMu-02682|UFMu-11016|UFMu-12261	>=3	NA	NA	NA	NA	FALSE	Zm00004b020513	One-to-One	mRNA	moderate	missense_variant
Zm00001d049148	3	mu1038501|mu1038501|mu1083475	UFMu-04168|UFMu-10322|UFMu-10418	>=3	NA	NA	NA	NA	FALSE	Zm00004b020514	One-to-One	mRNA	moderate	missense_variant
Zm00001d049159	1	mu1051043	UFMu-06082	1	NA	NA	NA	NA	FALSE	Zm00004b020535	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d049160	1	mu1091135	UFMu-13120	1	NA	NA	NA	NA	FALSE	Zm00004b020537	One-to-One	mRNA	high	splice_donor_variant
Zm00001d049170	1	mu1059759	UFMu-08184	1	NA	NA	NA	NA	FALSE	Zm00004b020546	One-to-One	mRNA	moderate	missense_variant
Zm00001d049190	1	mu1077315	UFMu-09371	1	NA	NA	NA	NA	FALSE	Zm00004b020562	One-to-One	mRNA	moderate	missense_variant
Zm00001d049196	4	mu1009715|mu1032120|mu1045145|mu1067229	UFMu-00463|UFMu-02927|UFMu-05764|UFMu-08661	>=3	NA	NA	NA	NA	FALSE	Zm00004b020567	One-to-One	mRNA	moderate	missense_variant
Zm00001d049211	1	mu1038588	UFMu-03219	1	NA	NA	NA	NA	FALSE	Zm00004b020578	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d049222	1	mu1043167	UFMu-04993	1	NA	NA	NA	NA	FALSE	Zm00004b020587	One-to-One	mRNA	low	synonymous_variant
Zm00001d049234	2	mu1056546|mu1077352	UFMu-07653|UFMu-09143	2	NA	NA	NA	NA	FALSE	Zm00004b020598	One-to-One	mRNA	high	frameshift_variant
Zm00001d049244	1	mu1034746	UFMu-03295	1	NA	NA	NA	NA	FALSE	Zm00004b020604	One-to-One	mRNA	moderate	missense_variant
Zm00001d049252	1	mu1086394	UFMu-10581	1	NA	NA	NA	NA	FALSE	Zm00004b020608	One-to-One	mRNA	non-syntenic	disruptive_inframe_deletion
