mid	sids	gid	etype	eidx
mu1077270	UFMu-09078	Zm00001d051871	utr5	1
mu1077272	UFMu-08908	Zm00001d051901	utr5	1
mu1077273	UFMu-09241,UFMu-09473	Zm00001d051901	intron	1
mu1077274	UFMu-09182	Zm00001d051915	utr5	1
mu1077275	UFMu-09049	Zm00001d051915	cds	12
mu1077276	UFMu-09019,UFMu-10028	Zm00001d051929	utr5	2
mu1077277	UFMu-09262	Zm00001d051929	utr5	2
mu1077277	UFMu-09262	Zm00001d051930	utr5	1
mu1077278	UFMu-09400	Zm00001d051932	cds	6
mu1077280	UFMu-09268	Zm00001d051950	intron	1
mu1077283	UFMu-09060	Zm00001d052019	intron	1
mu1077284	UFMu-09010	Zm00001d052037	utr5	1
mu1077284	UFMu-09010	Zm00001d052038	utr3	1
mu1077285	UFMu-09262	Zm00001d052043	cds	2
mu1077288	UFMu-08953	Zm00001d052051	cds	17
mu1077289	UFMu-09321	Zm00001d052103	utr5	1
mu1077292	UFMu-09192	Zm00001d052111	utr5	1
mu1077293	UFMu-09113,UFMu-09560,UFMu-10528,UFMu-11399	Zm00001d052112	utr5	1
mu1077295	UFMu-08866	Zm00001d052219	utr5	1
mu1077296	UFMu-09077	Zm00001d052219	utr5	1
mu1077297	UFMu-09399	Zm00001d052229	cds	1
mu1077301	UFMu-08931	Zm00001d052282	utr5	1
mu1077303	UFMu-09376	Zm00001d052294	utr5	1
mu1077308	UFMu-09277	Zm00001d052364	intron	4
mu1077309	UFMu-09214	Zm00001d052364	utr3	1
mu1077310	UFMu-09397	Zm00001d052376	cds	6
mu1077311	UFMu-09242	Zm00001d052377	cds	1
mu1077313	UFMu-08935	Zm00001d052384	intron	1
mu1077314	UFMu-09010	Zm00001d052384	cds	2
mu1077315	UFMu-09371	Zm00001d049190	cds	18
mu1077316	UFMu-09404	Zm00001d052418	cds	5
mu1077317	UFMu-09292,UFMu-09878	Zm00001d052420	utr5	1
mu1077318	UFMu-09283	Zm00001d052462	utr5	1
mu1077319	UFMu-09307	Zm00001d052475	intron	2
mu1077320	UFMu-09412	Zm00001d052485	utr5	1
mu1077321	UFMu-09093	Zm00001d052485	utr5	1
mu1077322	UFMu-09250	Zm00001d052492	cds	1
mu1077323	UFMu-09158	Zm00001d052494	utr5	1
mu1077324	UFMu-09400	Zm00001d052557	cds	1
mu1077327	UFMu-09247	Zm00001d052622	intron	1
mu1077328	UFMu-08883	Zm00001d052632	utr5	1
mu1077329	UFMu-09134	Zm00001d052653	utr5	1
mu1077330	UFMu-08914	Zm00001d052675	intron	2
mu1077334	UFMu-09400	Zm00001d052742	utr5	1
mu1077335	UFMu-09344	Zm00001d052779	utr5	1
mu1077336	UFMu-09139	Zm00001d052800	utr5	1
mu1077338	UFMu-09268	Zm00001d052883	cds	1
mu1077341	UFMu-09282	Zm00001d052905	intron	2
mu1077342	UFMu-09268	Zm00001d052926	cds	1
mu1077346	UFMu-09386,UFMu-12756	Zm00001d052990	intron	1
mu1077347	UFMu-09034	Zm00001d052992	utr5	2
mu1077348	UFMu-09400	Zm00001d053003	utr5	1
mu1077351	UFMu-09198	Zm00001d053028	utr5	1
mu1077352	UFMu-09143	Zm00001d049234	cds	1
mu1077355	UFMu-08917,UFMu-10963	Zm00001d053109	cds	4
mu1077357	UFMu-09140	Zm00001d053173	utr5	1
mu1077359	UFMu-09026	Zm00001d053212	intron	3
mu1077363	UFMu-09176	Zm00001d053284	intron	8
mu1077367	UFMu-09172	Zm00001d053313	intron	1
mu1077369	UFMu-09398	Zm00001d053350	utr5	1
mu1077370	UFMu-08953	Zm00001d053369	cds	2
mu1077374	UFMu-09060	Zm00001d053448	cds	1
mu1077375	UFMu-09023	Zm00001d053448	cds	8
mu1077377	UFMu-09399	Zm00001d053538	cds	1
mu1077379	UFMu-08896	Zm00001d053544	cds	1
mu1077380	UFMu-09007	Zm00001d053553	intron	1
mu1077381	UFMu-08873	Zm00001d053556	cds	1
mu1077383	UFMu-09182,UFMu-11024	Zm00001d053580	intron	1
mu1077384	UFMu-09111	Zm00001d053587	intron	2
mu1077394	UFMu-08922	Zm00001d053778	utr5	1
mu1077396	UFMu-09246,UFMu-09482	Zm00001d053826	intron	7
mu1077397	UFMu-08896	Zm00001d053826	intron	7
mu1077398	UFMu-11418,UFMu-09139	Zm00001d053829	intron	1
mu1077400	UFMu-08360,UFMu-09410,UFMu-10745,UFMu-11275,UFMu-12285	Zm00001d053861	utr5	1
mu1077401	UFMu-09264	Zm00001d053864	cds	1
mu1077403	UFMu-09028	Zm00001d053875	intron	1
mu1077404	UFMu-09297,UFMu-09436	Zm00001d053876	intron	3
mu1077406	UFMu-09036	Zm00001d053886	cds	28
mu1077407	UFMu-08887,UFMu-10975,UFMu-11204	Zm00001d053899	utr5	1
mu1077408	UFMu-08886	Zm00001d053913	cds	1
mu1077409	UFMu-08993	Zm00001d053923	intron	1
mu1077412	UFMu-08891	Zm00001d053975	utr3	1
mu1077413	UFMu-09287	Zm00001d053997	utr5	1
mu1077414	UFMu-08953	Zm00001d054002	utr5	1
mu1077416	UFMu-09400	Zm00001d054012	cds	1
mu1077417	UFMu-09138	Zm00001d054014	utr5	1
mu1077418	UFMu-09056	Zm00001d054034	intron	2
mu1077419	UFMu-08977	Zm00001d054037	cds	1
mu1077420	UFMu-09399	Zm00001d054069	cds	3
mu1077421	UFMu-09352	Zm00001d054076	cds	1
mu1077422	UFMu-08991	Zm00001d054076	cds	1
mu1077423	UFMu-09405	Zm00001d054106	utr5	1
mu1077424	UFMu-09084	Zm00001d049313	intron	6
mu1077425	UFMu-09412	Zm00001d049326	cds	4
mu1077429	UFMu-08888	Zm00001d048673	utr5	1
mu1077430	UFMu-09159	Zm00001d049343	cds	1
mu1077431	UFMu-09187	Zm00001d049361	utr5	1
mu1077433	UFMu-09102	Zm00001d049363	intron	1
mu1077436	UFMu-09187	Zm00001d048683	cds	1
mu1077440	UFMu-09026	Zm00001d048695	utr5	1
mu1077444	UFMu-08912	Zm00001d049452	intron	3
mu1077446	UFMu-09266	Zm00001d049494	utr5	1
mu1077447	UFMu-08910	Zm00001d049495	intron	7
mu1077450	UFMu-09290	Zm00001d049540	cds	2
mu1077451	UFMu-08953	Zm00001d049552	intron	1
mu1077452	UFMu-09400	Zm00001d049556	intron	1
mu1077453	UFMu-08955,UFMu-10075	Zm00001d049558	utr5	1
mu1077454	UFMu-09158	Zm00001d049583	intron	1
mu1077455	UFMu-09276	Zm00001d049597	cds	9
mu1077456	UFMu-09217	Zm00001d049598	intron	1
mu1077460	UFMu-09141	Zm00001d049640	utr5	1
mu1077461	UFMu-09139	Zm00001d049660	utr3	1
mu1077462	UFMu-09223	Zm00001d048731	cds	5
mu1077463	UFMu-09019	Zm00001d048731	cds	10
mu1077465	UFMu-09354	Zm00001d049714	intron	4
mu1077466	UFMu-09213	Zm00001d049717	intron	1
mu1077467	UFMu-09242	Zm00001d049724	cds	2
mu1077468	UFMu-09280	Zm00001d049724	cds	2
mu1077471	UFMu-09023	Zm00001d049742	cds	5
mu1077472	UFMu-09142	Zm00001d049743	utr5	1
mu1077472	UFMu-09142	Zm00001d049744	cds	1
mu1077473	UFMu-09160	Zm00001d048741	utr3	1
mu1077474	UFMu-09139	Zm00001d049746	utr5	1
mu1077476	UFMu-09376	Zm00001d048761	intron	2
mu1077477	UFMu-09214	Zm00001d049790	utr5	1
mu1077479	UFMu-09241	Zm00001d048766	intron	4
mu1077480	UFMu-09049,UFMu-09567	Zm00001d049902	utr5	1
mu1077482	UFMu-09400	Zm00001d048802	utr5	1
mu1077484	UFMu-09058	Zm00001d049933	cds	1
mu1077490	UFMu-09287	Zm00001d048856	utr5	1
mu1077492	UFMu-09184	Zm00001d050095	cds	1
mu1077493	UFMu-09060	Zm00001d048583	cds	2
mu1077494	UFMu-09256	Zm00001d050107	intron	2
mu1077496	UFMu-09035	Zm00001d050112	utr5	1
mu1077497	UFMu-09397	Zm00001d050118	cds	1
mu1077498	UFMu-09400	Zm00001d050123	utr5	1
mu1077500	UFMu-09357	Zm00001d048899	utr5	1
mu1077502	UFMu-09077	Zm00001d050141	intron	2
mu1077503	UFMu-09290	Zm00001d050150	cds	1
mu1077504	UFMu-09180	Zm00001d050173	cds	4
mu1077507	UFMu-08908	Zm00001d050251	utr5	1
mu1077508	UFMu-08931	Zm00001d050279	cds	1
mu1077512	UFMu-08888,UFMu-09421,UFMu-12138	Zm00001d050324	utr5	1
mu1077513	UFMu-09356	Zm00001d050368	cds	2
mu1077514	UFMu-09400	Zm00001d050380	utr5	1
mu1077517	UFMu-09277	Zm00001d048601	cds	1
mu1077518	UFMu-09400	Zm00001d050410	intron	2
mu1077519	UFMu-09139	Zm00001d050428	utr5	1
mu1077522	UFMu-09250	Zm00001d050459	intron	1
mu1077523	UFMu-08883	Zm00001d050470	cds	1
mu1077529	UFMu-08910	Zm00001d050612	intron	13
mu1077530	UFMu-08925,UFMu-11033	Zm00001d015649	utr5	1
mu1077531	UFMu-10681	Zm00001d013402	utr5	1
mu1077535	UFMu-08873,UFMu-10539	Zm00001d013415	cds	1
mu1077539	UFMu-09019	Zm00001d013430	cds	1
mu1077541	UFMu-09262	Zm00001d015769	utr5	1
mu1077542	UFMu-08995	Zm00001d013451	cds	1
mu1077543	UFMu-09307	Zm00001d015788	utr5	1
mu1077544_2	UFMu-09282	Zm00001d013465	cds	1
mu1077549	UFMu-09292	Zm00001d015851	intron	7
mu1077550	UFMu-09139	Zm00001d015865	intron	1
mu1077551	UFMu-09019	Zm00001d015891	cds	1
mu1077552	UFMu-09139	Zm00001d015893	utr5	1
mu1077556	UFMu-09139,UFMu-11213	Zm00001d015952	utr5	1
mu1077558	UFMu-09297	Zm00001d012868	intron	8
mu1077559	UFMu-09078	Zm00001d016012	cds	1
mu1077560	UFMu-09007	Zm00001d013546	intron	2
mu1077561	UFMu-09346	Zm00001d016029	intron	1
mu1077563	UFMu-09025	Zm00001d016049	intron	1
mu1077564	UFMu-09196	Zm00001d013557	cds	1
mu1077565	UFMu-09242	Zm00001d016072	cds	1
mu1077566	UFMu-08878	Zm00001d016075	cds	1
mu1077567	UFMu-09143	Zm00001d016082	utr5	1
mu1077568	UFMu-09302	Zm00001d016082	cds	4
mu1077569	UFMu-09296	Zm00001d013574	cds	2
mu1077571	UFMu-09217	Zm00001d016149	intron	1
mu1077573	UFMu-09060	Zm00001d016164	cds	1
mu1077574	UFMu-08890	Zm00001d016166	cds	2
mu1077578	UFMu-09015	Zm00001d013595	intron	1
mu1077581	UFMu-08953,UFMu-10995	Zm00001d016228	intron	1
mu1077583	UFMu-08844,UFMu-09729,UFMu-11409	Zm00001d016306	cds	1
mu1077590	UFMu-09241,UFMu-09477	Zm00001d016402	utr5	1
mu1077591	UFMu-09048	Zm00001d016406	intron	2
mu1077596	UFMu-09016	Zm00001d016469	utr5	1
mu1077597	UFMu-09139	Zm00001d016477	utr5	1
mu1077598	UFMu-09242	Zm00001d016493	utr5	1
mu1077601	UFMu-08907	Zm00001d016529	cds	1
mu1077602	UFMu-09370	Zm00001d016542	utr5	1
mu1077603	UFMu-09034	Zm00001d016545	utr5	1
mu1077604	UFMu-09100	Zm00001d016552	intron	2
mu1077606	UFMu-09400	Zm00001d016572	cds	1
mu1077607	UFMu-08892	Zm00001d013676	utr5	1
mu1077609	UFMu-08955	Zm00001d016589	cds	1
mu1077612	UFMu-09179	Zm00001d012894	intron	1
mu1077617	UFMu-09326	Zm00001d016675	intron	1
mu1077618	UFMu-09400	Zm00001d016695	cds	3
mu1077623	UFMu-09347	Zm00001d016764	cds	1
mu1077624	UFMu-09030	Zm00001d016766	utr5	1
mu1077626	UFMu-09397	Zm00001d016787	utr5	1
mu1077627	UFMu-09010	Zm00001d016797	utr5	1
mu1077628	UFMu-09139	Zm00001d016800	intron	1
mu1077630	UFMu-08910	Zm00001d016836	utr5	1
mu1077631	UFMu-09400	Zm00001d013705	intron	2
mu1077634	UFMu-08917	Zm00001d016842	utr5	1
mu1077638	UFMu-09405	Zm00001d016892	intron	3
mu1077639	UFMu-09143	Zm00001d016893	intron	1
mu1077641	UFMu-09252	Zm00001d016903	cds	1
mu1077642	UFMu-08900	Zm00001d016911	cds	1
mu1077643	UFMu-09139	Zm00001d016977	intron	1
mu1077645	UFMu-09333	Zm00001d016999	utr5	1
mu1077646	UFMu-09010	Zm00001d017043	utr5	1
mu1077647	UFMu-09145	Zm00001d017067	utr5	1
mu1077650	UFMu-09101	Zm00001d017121	cds	1
mu1077653	UFMu-09001	Zm00001d017169	utr3	1
mu1077654	UFMu-09247	Zm00001d017179	cds	1
mu1077655	UFMu-09186	Zm00001d013741	utr5	1
mu1077656	UFMu-09307	Zm00001d017240	intron	1
mu1077658	UFMu-09266	Zm00001d013746	utr5	1
mu1077664	UFMu-08904	Zm00001d017399	intron	1
mu1077666	UFMu-09182,UFMu-11038	Zm00001d017409	cds	2
mu1077667	UFMu-09397	Zm00001d013765	utr5	1
mu1077668	UFMu-09053	Zm00001d017491	cds	2
mu1077669	UFMu-08953	Zm00001d017492	utr5	1
mu1077672	UFMu-09026	Zm00001d013769	cds	1
mu1077674	UFMu-09012	Zm00001d017525	utr5	1
mu1077675	UFMu-09276	Zm00001d012922	intron	2
mu1077677	UFMu-09400	Zm00001d017557	cds	1
mu1077678	UFMu-08888	Zm00001d017558	cds	1
mu1077680	UFMu-08917	Zm00001d017607	cds	7
mu1077682	UFMu-08880	Zm00001d017615	cds	1
mu1077685	UFMu-09311	Zm00001d040266	intron	4
mu1077687	UFMu-09400	Zm00001d017699	intron	2
mu1077689	UFMu-09100	Zm00001d017708	cds	3
mu1077690	UFMu-09139	Zm00001d017721	utr5	1
mu1077691	UFMu-08968	Zm00001d017756	utr5	1
mu1077692	UFMu-09182	Zm00001d017765	utr5	1
mu1077693	UFMu-09141	Zm00001d017767	utr5	1
mu1077694	UFMu-09138	Zm00001d017791	intron	1
mu1077696	UFMu-09404	Zm00001d017820	utr5	1
mu1077697	UFMu-09050	Zm00001d017830	utr5	1
mu1077699	UFMu-09139,UFMu-11213	Zm00001d017848	intron	1
mu1077700	UFMu-08896	Zm00001d017888	intron	1
mu1077704	UFMu-08953	Zm00001d013810	cds	1
mu1077705	UFMu-08945,UFMu-09796,UFMu-11767	Zm00001d018001	utr5	1
mu1077706	UFMu-09379	Zm00001d018004	cds	2
mu1077708	UFMu-09108,UFMu-10275,UFMu-11123,UFMu-11329,UFMu-11798	Zm00001d018025	utr5	2
mu1077709	UFMu-09266,UFMu-11269	Zm00001d018032	cds	6
mu1077710	UFMu-09302,UFMu-09509,UFMu-12278	Zm00001d018038	intron	1
mu1077712	UFMu-09247	Zm00001d018060	utr5	1
mu1077713	UFMu-09275	Zm00001d018065	cds	1
mu1077715	UFMu-08925	Zm00001d018074	intron	7
mu1077717	UFMu-09397	Zm00001d018112	utr5	1
mu1077718	UFMu-09241	Zm00001d018125	cds	1
mu1077719	UFMu-09307,UFMu-11067	Zm00001d018126	intron	1
mu1077720	UFMu-08896	Zm00001d013819	cds	6
mu1077721	UFMu-09333,UFMu-10015,UFMu-11933,UFMu-12330,UFMu-12968	Zm00001d013819	utr5	1
mu1077724	UFMu-09056	Zm00001d018182	cds	1
mu1077726	UFMu-09056	Zm00001d018185	cds	1
mu1077727	UFMu-09021	Zm00001d018194	utr5	1
mu1077728	UFMu-08955	Zm00001d018218	intron	2
mu1077730	UFMu-09214	Zm00001d018227	intron	3
mu1077732	UFMu-08988	Zm00001d018235	intron	2
mu1077734	UFMu-09082	Zm00001d018261	utr5	1
mu1077737	UFMu-09031	Zm00001d018297	cds	2
mu1077738	UFMu-09277,UFMu-13047	Zm00001d018318	utr5	1
mu1077740	UFMu-09032	Zm00001d018328	utr5	1
mu1077742	UFMu-09268	Zm00001d018360	intron	2
mu1077743	UFMu-09139	Zm00001d018362	intron	4
mu1077744	UFMu-08873	Zm00001d018365	intron	7
mu1077745	UFMu-09262	Zm00001d018365	cds	1
mu1077747	UFMu-09266	Zm00001d018403	utr5	1
mu1077748	UFMu-09027	Zm00001d018407	cds	1
mu1077750	UFMu-09169	Zm00001d018421	utr5	1
mu1077752	UFMu-09049	Zm00001d018452	utr5	1
mu1077753	UFMu-09370	Zm00001d018464	utr3	1
mu1077755	UFMu-09139	Zm00001d018477	intron	1
mu1077756	UFMu-09346,UFMu-11159	Zm00001d013838	intron	1
mu1077758	UFMu-09293,UFMu-11256	Zm00001d018497	cds	1
mu1077760	UFMu-09060	Zm00001d018502	cds	1
mu1077761	UFMu-09410	Zm00001d018516	cds	1
mu1077762	UFMu-09199	Zm00001d018524	utr5	1
mu1077763	UFMu-09410	Zm00001d018529	utr5	1
mu1077765	UFMu-09093,UFMu-10309	Zm00001d018535	intron	1
mu1077766	UFMu-09214	Zm00001d018541	intron	3
mu1077768	UFMu-09183	Zm00001d018545	utr3	1
mu1077769	UFMu-09371,UFMu-12010	Zm00001d018571	intron	1
mu1077774	UFMu-08886	Zm00001d013885	intron	2
mu1077776	UFMu-09192	Zm00001d013892	utr5	1
mu1077780	UFMu-09217	Zm00001d013935	intron	10
mu1077781	UFMu-09398	Zm00001d012974	utr5	1
mu1077783	UFMu-09035	Zm00001d013989	utr5	1
mu1077786	UFMu-09066	Zm00001d014013	cds	1
mu1077788	UFMu-09144,UFMu-09992	Zm00001d014038	cds	14
mu1077790	UFMu-09082	Zm00001d014085	utr5	1
mu1077792	UFMu-09292	Zm00001d014122	cds	1
mu1077794	UFMu-09034	Zm00001d014150	utr5	1
mu1077795	UFMu-09402	Zm00001d014159	utr5	3
mu1077796	UFMu-09001	Zm00001d014180	utr3	3
mu1077801	UFMu-09399	Zm00001d013045	utr5	1
mu1077802	UFMu-09032	Zm00001d013046	intron	8
mu1077804	UFMu-09213,UFMu-10720	Zm00001d013056	utr5	1
mu1077807	UFMu-09182	Zm00001d014303	utr5	1
mu1077809	UFMu-09139	Zm00001d013077	utr5	1
mu1077812	UFMu-09308	Zm00001d013083	utr5	1
mu1077820	UFMu-09059	Zm00001d013098	intron	1
mu1077821	UFMu-09031	Zm00001d013100	cds	1
mu1077822	UFMu-09142	Zm00001d014464	cds	1
mu1077827	UFMu-08917,UFMu-10963	Zm00001d014512	intron	1
mu1077829	UFMu-09010	Zm00001d013122	intron	1
mu1077833	UFMu-09139	Zm00001d014554	cds	2
mu1077835	UFMu-09296	Zm00001d014572	utr5	1
mu1077836	UFMu-09034	Zm00001d014581	cds	1
mu1077837_2	UFMu-09297,UFMu-09469	Zm00001d013166	utr3	1
mu1077839	UFMu-09190	Zm00001d013168	utr5	1
mu1077840	UFMu-09129	Zm00001d013170	intron	4
mu1077841	UFMu-09170	Zm00001d014669	intron	3
mu1077842	UFMu-09179	Zm00001d014673	utr5	1
mu1077843	UFMu-08916	Zm00001d013176	utr5	1
mu1077844	UFMu-09139	Zm00001d014702	intron	1
mu1077848	UFMu-09400	Zm00001d013184	intron	1
mu1077849	UFMu-08888	Zm00001d014729	utr5	1
mu1077852	UFMu-08926	Zm00001d014770	intron	1
mu1077853	UFMu-08925	Zm00001d014775	utr5	1
mu1077855	UFMu-09026	Zm00001d014809	utr5	1
mu1077856	UFMu-08950	Zm00001d014811	intron	2
mu1077859	UFMu-03806,UFMu-09139	Zm00001d014862	utr5	1
mu1077862	UFMu-09266,UFMu-11270	Zm00001d014888	cds	3
mu1077863	UFMu-09399	Zm00001d001571	intron	1
mu1077863	UFMu-09399	Zm00001d014896	utr5	1
mu1077864	UFMu-09304	Zm00001d014899	cds	1
mu1077865	UFMu-09019,UFMu-11257	Zm00001d014906	cds	1
mu1077866	UFMu-08991	Zm00001d014943	cds	1
mu1077867	UFMu-09140,UFMu-11213	Zm00001d014965	cds	1
mu1077870	UFMu-09339	Zm00001d015008	intron	4
mu1077871	UFMu-09143	Zm00001d015009	intron	1
mu1077872	UFMu-09321	Zm00001d015029	utr5	1
mu1077874	UFMu-09005	Zm00001d015061	utr5	1
mu1077875	UFMu-08955	Zm00001d015065	cds	1
mu1077877	UFMu-09049	Zm00001d013270	utr5	1
mu1077878	UFMu-08953	Zm00001d013272	utr5	1
mu1077879	UFMu-09034	Zm00001d015090	utr5	1
mu1077883	UFMu-09021	Zm00001d015151	intron	1
mu1077884	UFMu-09139	Zm00001d015181	intron	1
mu1077885	UFMu-09268	Zm00001d015182	utr3	1
mu1077886	UFMu-09269	Zm00001d015183	utr5	1
mu1077887	UFMu-09264	Zm00001d015194	utr5	1
mu1077889	UFMu-08896	Zm00001d015205	cds	1
mu1077892	UFMu-09139	Zm00001d015234	intron	1
mu1077893	UFMu-08940	Zm00001d015239	intron	1
mu1077895	UFMu-08896	Zm00001d015269	utr5	1
mu1077896	UFMu-09143	Zm00001d015290	utr5	1
mu1077897	UFMu-08492,UFMu-09028,UFMu-10508,UFMu-11088,UFMu-11264	Zm00001d015290	utr5	1
mu1077898	UFMu-09399	Zm00001d015291	utr3	1
mu1077903	UFMu-09326	Zm00001d015326	cds	1
mu1077905	UFMu-09139	Zm00001d015329	intron	1
mu1077906	UFMu-09015	Zm00001d015329	utr5	1
mu1077910	UFMu-09032	Zm00001d015429	intron	1
mu1077912	UFMu-09094	Zm00001d015450	utr5	1
mu1077913	UFMu-09400	Zm00001d051851	intron	1
mu1077916	UFMu-09013	Zm00001d015546	intron	1
mu1077917	UFMu-09398	Zm00001d013370	intron	3
mu1077918	UFMu-09044	Zm00001d015581	utr5	1
mu1077919	UFMu-09179	Zm00001d015589	cds	1
mu1077922	UFMu-08896	Zm00001d013393	intron	4
mu1077923	UFMu-09049	Zm00001d015637	utr5	1
mu1077927	UFMu-08874	Zm00001d036888	intron	2
mu1077928	UFMu-09220	Zm00001d036903	utr5	1
mu1077929	UFMu-09281	Zm00001d036904	cds	1
mu1077930	UFMu-09266	Zm00001d036927	utr3	1
mu1077931	UFMu-09024,UFMu-10816	Zm00001d036970	utr5	1
mu1077933	UFMu-09368	Zm00001d036977	utr5	1
mu1077934	UFMu-09220	Zm00001d036982	utr5	1
mu1077935	UFMu-09139	Zm00001d036989	intron	1
mu1077936	UFMu-09309	Zm00001d037010	utr5	1
mu1077937	UFMu-09307	Zm00001d037025	cds	2
mu1077937_2	UFMu-09307	Zm00001d037609	cds	3
mu1077938	UFMu-09142	Zm00001d037034	cds	1
mu1077939	UFMu-09041	Zm00001d037094	utr5	1
mu1077940	UFMu-09034	Zm00001d037113	cds	1
mu1077941	UFMu-09139	Zm00001d037124	intron	2
mu1077946	UFMu-09400	Zm00001d037159	utr5	1
mu1077952	UFMu-09260,UFMu-10953	Zm00001d037225	utr5	1
mu1077953	UFMu-09252	Zm00001d037232	cds	2
mu1077955	UFMu-09400	Zm00001d037261	intron	1
mu1077957	UFMu-09181	Zm00001d037332	cds	1
mu1077958	UFMu-09056	Zm00001d037338	intron	2
mu1077959	UFMu-09144	Zm00001d037354	utr5	1
mu1077960	UFMu-09370	Zm00001d037381	intron	1
mu1077962	UFMu-09082	Zm00001d037393	intron	1
mu1077964	UFMu-09399	Zm00001d037413	cds	2
mu1077965	UFMu-09216	Zm00001d037429	utr5	1
mu1077972	UFMu-09411	Zm00001d037561	utr3	1
mu1077973	UFMu-08978	Zm00001d037593	utr5	1
mu1077974	UFMu-08988	Zm00001d037617	cds	1
mu1077975	UFMu-08958,UFMu-12014	Zm00001d037619	cds	1
mu1077976	UFMu-09292	Zm00001d037619	cds	2
mu1077977	UFMu-09139	Zm00001d034996	utr5	1
mu1077982	UFMu-09290	Zm00001d035346	intron	19
mu1077983	UFMu-09034	Zm00001d037725	utr5	1
mu1077984	UFMu-09279	Zm00001d037728	utr5	1
mu1077985	UFMu-09139	Zm00001d037737	cds	2
mu1077988	UFMu-09880,UFMu-09188	Zm00001d037774	utr5	1
mu1077993	UFMu-09031	Zm00001d037842	intron	1
mu1077995	UFMu-09394	Zm00001d037864	utr5	1
mu1077996	UFMu-09028	Zm00001d037872	utr5	1
mu1078000	UFMu-09034	Zm00001d037939	utr5	1
mu1078003	UFMu-09111	Zm00001d037962	intron	2
mu1078006	UFMu-08953	Zm00001d037978	utr5	1
mu1078007	UFMu-08901	Zm00001d038007	utr5	1
mu1078009	UFMu-09398	Zm00001d038064	cds	1
mu1078010	UFMu-09269	Zm00001d038085	cds	1
mu1078014	UFMu-09080	Zm00001d038121	cds	1
mu1078015	UFMu-09139	Zm00001d038123	utr5	1
mu1078016	UFMu-09139	Zm00001d038146	utr3	1
mu1078018	UFMu-09081	Zm00001d038155	cds	1
mu1078020	UFMu-09132	Zm00001d038164	intron	8
mu1078022	UFMu-09160	Zm00001d038172	utr5	1
mu1078024	UFMu-08873,UFMu-10539	Zm00001d038271	cds	4
mu1078028	UFMu-09264	Zm00001d038336	utr5	1
mu1078033	UFMu-09196	Zm00001d038381	utr3	1
mu1078034	UFMu-09172	Zm00001d038409	utr5	1
mu1078036	UFMu-09398	Zm00001d038469	utr5	1
mu1078037	UFMu-09141	Zm00001d038469	utr5	1
mu1078039	UFMu-09214	Zm00001d038510	utr5	1
mu1078040	UFMu-09169	Zm00001d038543	utr5	1
mu1078041	UFMu-09139	Zm00001d038579	cds	1
mu1078046	UFMu-09094	Zm00001d038644	utr3	1
mu1078049	UFMu-09238	Zm00001d038688	utr5	1
mu1078050	UFMu-08880	Zm00001d038690	cds	1
mu1078052	UFMu-09182	Zm00001d038720	utr3	1
mu1078054	UFMu-08958,UFMu-09528,UFMu-10309,UFMu-10866,UFMu-11613,UFMu-12015	Zm00001d038745	intron	11
mu1078056	UFMu-09214	Zm00001d038765	cds	1
mu1078059	UFMu-09400	Zm00001d038844	intron	1
mu1078062	UFMu-09405	Zm00001d038905	intron	7
mu1078064	UFMu-09999,UFMu-09146	Zm00001d038914	utr5	1
mu1078065	UFMu-09216,UFMu-09534,UFMu-11440,UFMu-12264,UFMu-13149	Zm00001d038928	utr5	1
mu1078066	UFMu-09354	Zm00001d038963	intron	2
mu1078068	UFMu-09268	Zm00001d038999	utr5	1
mu1078069	UFMu-08920	Zm00001d039005	cds	13
mu1078070	UFMu-09307,UFMu-11067	Zm00001d039019	cds	1
mu1078071_3	UFMu-09284	Zm00001d035265	intron	2
mu1078072	UFMu-09354	Zm00001d039029	cds	1
mu1078076	UFMu-09034	Zm00001d039053	cds	1
mu1078077	UFMu-09017	Zm00001d039064	cds	2
mu1078078	UFMu-08907	Zm00001d039081	intron	3
mu1078079	UFMu-09010	Zm00001d039096	utr5	1
mu1078082	UFMu-09021	Zm00001d039120	intron	1
mu1078083_2	UFMu-09143	Zm00001d039120	intron	1
mu1078084	UFMu-09292	Zm00001d039138	utr5	1
mu1078085	UFMu-09398	Zm00001d039138	intron	8
mu1078086	UFMu-09139	Zm00001d039155	intron	1
mu1078088	UFMu-09059	Zm00001d039193	cds	4
mu1078089	UFMu-09347	Zm00001d039193	intron	2
mu1078091	UFMu-09400	Zm00001d039218	cds	1
mu1078095	UFMu-09290	Zm00001d035306	cds	1
mu1078097	UFMu-09034	Zm00001d035319	utr5	1
mu1078098	UFMu-09283	Zm00001d035447	utr5	1
mu1078099	UFMu-09128	Zm00001d035462	intron	2
mu1078100	UFMu-09019	Zm00001d034965	intron	2
mu1078102	UFMu-09399	Zm00001d035476	cds	1
mu1078103	UFMu-09143	Zm00001d035479	cds	2
mu1078106	UFMu-09296	Zm00001d035548	cds	2
mu1078110	UFMu-09138	Zm00001d035066	utr5	1
mu1078112	UFMu-09030	Zm00001d035657	intron	3
mu1078113	UFMu-08873	Zm00001d035657	cds	4
mu1078115	UFMu-09270	Zm00001d035660	intron	4
mu1078116	UFMu-09397	Zm00001d035696	utr5	1
mu1078121	UFMu-09287	Zm00001d035774	cds	1
mu1078124	UFMu-08977	Zm00001d035091	intron	3
